Calculated pChEMBL
6.61
4.56
4.4
4.36
4.58
5.8
5.94
5.96
5.97
5.74
5.59
5.8
5.78
5.8
5.45
5.58
5.58
5.13
5.5
5.31
5.3
4.95
4.38
4.34
5.5
4.23
4.58
4.66
5.08
4.61
4.61
4.01
4.01
6.14
6.12
6.17
6.02
5.97
6.16
4.58
6.25
5.94
5.31
5.58
6.91
6.62
6.67
6.73
6.52
5.02
6.96
6.16
6.62
7.18
6.73
6.44
6.04
7.21
6.07
7.07
5.89
6.83
6.6
5.04
6.27
4.58
4.49
4.78
4.32
6.25
5.92
6.59
7.0
6.66
6.93
8.05
6.87
5.48
5.4
6.89
6.37
7.4
7.04
5.77
6.42
5.01
6.06
5.77
6.33
5.11
6.94
5.27
6.47
6.75
5.49
6.17
5.62
5.62
6.43
6.11
5.51
4.86
6.24
7.18
6.89
7.05
7.11
8.13
7.52
7.72
7.6
7.44
7.55
7.84
7.04
4.76
7.11
6.52
5.51
5.29
5.11
5.59
6.3
5.41
4.96
6.06
5.43
5.28
6.42
7.62
7.21
6.62
5.69
6.19
4.65
7.34
6.42
5.49
6.24
6.66
5.74
5.12
7.06
7.54
7.21
5.4
6.82
4.36
5.3
5.62
5.31
6.13
7.24
6.7
6.66
5.92
5.92
6.1
5.94
8.22
6.22
8.22
8.3
5.75
6.75
6.72
6.7
4.75
6.06
5.11
6.07
7.3
6.18
6.16
4.7
6.62
4.76
6.15
6.32
5.0
6.21
6.36
6.84
6.94
5.87
6.06
6.12
5.42
5.84
6.46
5.84
6.43
5.04
6.15
6.07
5.05
6.68
6.58
6.67
7.12
7.68
4.23
7.44
5.07
7.26
4.05
7.84
7.82
7.87
8.12
5.74
5.85
7.46
6.1
4.3
8.35
7.03
7.16
7.55
5.12
7.47
4.47
5.55
4.16
4.54
4.71
4.48
4.32
4.27
4.65
4.45
4.53
4.36
6.41
5.1
4.67
4.94
4.25
5.82
4.74
4.05
4.72
4.76
4.36
4.56
4.15
4.16
4.11
4.09
4.29
4.08
4.39
4.45
4.34
4.26
4.06
4.77
4.82
4.52
4.33
4.6
5.52
6.08
6.09
6.17
4.07
4.99
6.28
6.15
5.5
6.05
6.81
4.75
5.21
4.76
4.49
5.09
4.5
4.91
4.67
4.83
4.6
5.63
4.59
5.09
4.42
4.79
4.55
4.64
4.85
4.7
4.81
4.65
5.76
4.53
5.29
4.61
4.67
5.79
4.91
4.73
4.88
4.55
4.68
4.72
4.59
4.59
5.23
4.52
4.71
4.64
4.95
4.59
4.81
5.02
5.0
