Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,Smiles
CHEMBL1797705,1750,5.76,N[C@H]1C[C@@H]1c1cccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1
CHEMBL1797706,6700,5.17,N[C@@H]1C[C@H]1c1cccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1
CHEMBL1938897,5,8.3,CC(NC1CC1c1ccccc1)c1ccc2c(c1)OCCO2
CHEMBL1938898,9,8.05,CN1CCN(C(=O)CNC2CC2c2ccc(-c3cc(F)ccc3C(F)(F)F)cc2)CC1
CHEMBL2169888,800,6.1,N[C@@H]1C[C@H]1c1cc(F)cc(F)c1OCc1ccccc1
CHEMBL2169921,1300,5.89,N[C@@H]1C[C@H]1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL255520,3700,5.43,N[C@@H]1C[C@H]1c1ccc(Br)cc1
CHEMBL257990,10750,4.97,N[C@H]1C[C@@H]1c1ccccc1
CHEMBL3104261,20,7.7,N[C@@H]1C[C@H]1c1ccc(-c2cccc(O)c2)cc1
CHEMBL3104337,916.6666667,6.04,Cl.NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3104338,9700,5.01,NC1CC1c1ccc(OCCCC(=O)NCc2ccccc2)cc1
CHEMBL3104339,1900,5.72,NC1CC1c1ccc(OCCC(NC(=O)c2ccc(O)cc2)C(=O)Nc2ccccc2)cc1
CHEMBL3104341,18000,4.74,C1=Nc2ccccc2C1CN[C@@H]1C[C@H]1c1ccccc1
CHEMBL3104342,25,7.6,COc1cccc(-c2ccc([C@@H]3C[C@H]3NCC(=O)N3CCN(C)CC3)cc2)c1
CHEMBL3104343,12000,4.92,N[C@H]1C[C@@H]1c1ccc(Oc2ccccc2)cc1
CHEMBL3108892,120,6.92,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3108900,9,8.05,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cc(F)ccc3C(F)(F)F)cc2)CC1
CHEMBL3108901,5,8.3,CC(N[C@H]1C[C@@H]1c1ccccc1)c1ccc2c(c1)OCCO2
CHEMBL3108954,1600,5.8,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)CCCCNC(=O)c2ccc(O)c3ncccc23)cc1
CHEMBL3108955,1000,6,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)CCCCCNC(=O)c2ccc(O)c3ncccc23)cc1
CHEMBL3108958,2200,5.66,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccnc(-c3cc(C(=O)O)ccn3)c2)cc1.O=C(O)C(F)(F)F
CHEMBL3134375,45,7.35,COc1ncccc1CNC1CC1c1ccccc1
CHEMBL313833,25805,4.59,NC1CC1c1ccccc1
CHEMBL3216845,100,7,CN(C)[C@@H]1CCN(CCN[C@H]2C[C@@H]2c2ccccc2)C1.Cl.Cl
CHEMBL3330328,1720,5.76,C[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330329,779,6.11,CC[C@@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330330,358,6.45,CCC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330331,161,6.79,Cl.N[C@@]1(c2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330332,617,6.21,Cl.N[C@]1(Cc2ccccc2)C[C@@H]1c1ccccc1
CHEMBL3330333,218,6.66,Cl.N[C@]1(Cc2ccc3ccccc3c2)C[C@H]1c1ccccc1
CHEMBL3330334,202,6.69,Cl.N[C@]1(CCc2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330335,1780,5.75,C[C@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330336,975,6.01,CC[C@@]1(N)C[C@H]1c1ccccc1.Cl
CHEMBL3330337,584,6.23,Cl.N[C@]1(c2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330338,335,6.47,Cl.N[C@]1(Cc2ccccc2)C[C@H]1c1ccccc1
CHEMBL3330339,3260,5.49,C[C@]1(N)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F
CHEMBL3330340,608,6.22,CC[C@]1(N)C[C@@H]1c1ccccc1.Cl
CHEMBL3330341,131,6.88,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccccc1
CHEMBL3330345,9132,5.04,N[C@@]1(CO)C[C@H]1c1ccccc1
CHEMBL3347612,990,6,NC1CC1c1c(F)cc(F)cc1OCc1ccccc1
CHEMBL3402046,148,6.83,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402049,283,6.55,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O
CHEMBL3402052,158,6.8,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](C)O
CHEMBL3402053,356,6.45,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)O)[C@H](C)O
CHEMBL3402054,443,6.35,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)O
CHEMBL3416425,559.5,6.25,Cl.NC1CC1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416426,13,7.89,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416427,21,7.68,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416428,11690,4.93,Cl.N[C@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416429,10890,4.96,Cl.N[C@@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416430,74650,4.13,Cl.NC1CC1c1ccccc1NC(=O)c1ccccc1
CHEMBL3416431,26,7.59,Cl.N[C@@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416432,22,7.66,Cl.N[C@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3416433,2730,5.56,Cl.N[C@@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3416434,450,6.35,Cl.N[C@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1
CHEMBL3421672,360,6.44,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421673,30,7.52,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421674,390,6.41,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3421675,50,7.3,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL3622371,300,6.52,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccccc1
CHEMBL3639499,210,6.68,c1ccc(C2C[C@@H]2NCc2cccnc2)cc1
CHEMBL3639504,15,7.82,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(Cl)cc3)cc2)CC1
CHEMBL3651091,800,6.1,Fc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651092,330,6.48,N#Cc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651093,2800,5.55,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651094,1000,6,c1ccc(C2C[C@@H]2NCc2ccccn2)cc1
CHEMBL3651095,700,6.15,c1ccc(C2C[C@@H]2NCc2ccncc2)cc1
CHEMBL3651096,700,6.15,Cc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651097,800,6.1,c1ccc(C2C[C@@H]2NCc2nccs2)cc1
CHEMBL3651098,4500,5.35,c1ccc(C2C[C@@H]2NCc2cccs2)cc1
CHEMBL3651099,2000,5.7,Fc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651100,2300,5.64,Fc1ccccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651101,400,6.4,COc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651102,280,6.55,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651103,410,6.39,Clc1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651104,500,6.3,Cc1ccnc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651105,740,6.13,COc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651106,4600,5.34,Oc1cccnc1CN[C@H]1CC1c1ccccc1
CHEMBL3651107,210,6.68,Brc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651108,4600,5.34,COc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3651109,3000,5.52,Fc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3651110,460,6.34,c1ccc(C2C[C@@H]2NCc2ccc3ccccc3n2)cc1
CHEMBL3651111,1120,5.95,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)nc1
CHEMBL3651112,550,6.26,Fc1cccnc1CN[C@H]1CC1c1ccccc1
CHEMBL3651113,140,6.85,c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1
CHEMBL3651114,180,6.74,COc1ccc(CN[C@H]2CC2c2ccccc2)cn1
CHEMBL3651115,250,6.6,COc1cncc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651116,250,6.6,COc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651117,190,6.72,C1=Nc2ccccc2C1CN[C@H]1CC1c1ccccc1
CHEMBL3651118,160,6.8,N#Cc1cccc(CN[C@H]2CC2c2ccccc2)c1
CHEMBL3651119,390,6.41,COc1ccccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651120,160,6.8,Nc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651121,90,7.05,Clc1ncccc1CN[C@H]1CC1c1ccccc1
CHEMBL3651122,60,7.22,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651123,300,6.52,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)CCO3)cc1
CHEMBL3651124,400,6.4,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCO3)cc1
CHEMBL3651125,670,6.17,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCO3)cc1
CHEMBL3651126,960,6.02,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)c(F)c1
CHEMBL3651127,4500,5.35,FC(F)(F)Oc1ccc(CN[C@H]2CC2c2ccccc2)cc1
CHEMBL3651128,300,6.52,COc1ccc(F)cc1CN[C@H]1CC1c1ccccc1
CHEMBL3651129,360,6.44,COc1ccc(CN[C@H]2CC2c2ccccc2)c(F)c1
CHEMBL3651130,1950,5.71,COc1ccc(CN[C@H]2CC2c2ccccc2)c2ccccc12
CHEMBL3651131,220,6.66,COc1cccc(F)c1CN[C@H]1CC1c1ccccc1
CHEMBL3651132,60,7.22,COc1ccc2ccccc2c1CN[C@H]1CC1c1ccccc1
CHEMBL3651133,50,7.3,COc1ccc2c(OC)ccc(CN[C@H]3CC3c3ccccc3)c2c1
CHEMBL3651134,450,6.35,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1C
CHEMBL3651135,510,6.29,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1Cl
CHEMBL3651136,510,6.29,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1F
CHEMBL3651137,80,7.1,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1
CHEMBL3651138,280,6.55,c1ccc(C2C[C@@H]2NCc2cccc3c2OCCCO3)cc1
CHEMBL3651139,300,6.52,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCCO3)cc1
CHEMBL3651140,40,7.4,CC1(C)CCc2cc(CN[C@H]3CC3c3ccccc3)ccc2O1
CHEMBL3651141,70,7.15,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1C
CHEMBL3651142,70,7.15,COc1cc(C)c(CN[C@H]2CC2c2ccccc2)cc1C
CHEMBL3651143,210,6.68,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651144,147,6.83,COc1cc(CN[C@H]2CC2c2ccccc2)cc(Cl)c1OC
CHEMBL3651145,60,7.22,COc1ccc(CN[C@H]2CC2c2ccccc2)c(Cl)c1OC
CHEMBL3651146,180,6.74,c1ccc(C2C[C@@H]2NCc2ccc3[nH]ccc3c2)cc1
CHEMBL3651147,910,6.04,c1ccc(COc2ccc(C3C[C@@H]3NCc3ccccn3)cc2)cc1
CHEMBL3651148,50,7.3,COc1ccccc1CN[C@H]1CC1c1ccc(OCc2ccccc2)cc1
CHEMBL3651149,260,6.59,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1
CHEMBL3651150,210,6.68,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651151,5,8.3,CC(N[C@H]1CC1c1ccccc1)c1ccc2c(c1)OCCO2
CHEMBL3651152,280,6.55,COc1ccc(CC(C)N[C@H]2CC2c2ccccc2)cc1OC
CHEMBL3651153,14,7.85,Cc1noc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL3651561,6000,5.22,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1
CHEMBL3651562,3000,5.52,NC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651563,4070,5.39,CC(N[C@H]1C[C@@H]1c1ccccc1)C(=O)NC1CC1
CHEMBL3651564,6000,5.22,C#CCNC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651565,19000,4.72,CC(C)NC(=O)CN[C@H]1CC1c1ccccc1
CHEMBL3651566,23000,4.64,CC(C)(C)NC(=O)CN[C@H]1CC1c1ccccc1
CHEMBL3651567,9000,5.05,O=C(CN[C@H]1CC1c1ccccc1)N1CCOCC1
CHEMBL3651569,6390,5.19,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O
CHEMBL3651570,4700,5.33,COC(=O)C(C)N[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651571,240,6.62,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NCC1CCNCC1
CHEMBL3651572,40,7.4,CC(CN(C)C)NC(=O)CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL3651574,221,6.66,CN(C)[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651575,118,6.93,CN(C)[C@@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651576,9,8.05,N[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL3651577,134.5,6.87,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N[C@H]1CCNC1
CHEMBL3651581,350,6.46,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3651582,260,6.59,CCN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3651583,1040,5.98,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(Cc2ccccc2)CC1
CHEMBL3651584,1200,5.92,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(c2ccccc2)CC1
CHEMBL3651585,36,7.44,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1
CHEMBL3651586,520,6.28,O=C(CN[C@H]1C[C@@H]1c1ccc(OCc2ccccc2)cc1)NC1CC1
CHEMBL3651587,18,7.74,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(F)c3)cc2)CC1
CHEMBL3651588,22,7.66,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(F)cc3)cc2)CC1
CHEMBL3651589,47,7.33,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Cl)c3)cc2)CC1
CHEMBL3651590,25,7.6,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Br)c3)cc2)CC1
CHEMBL3651591,17,7.77,[C-]#[N+]c1ccc(COc2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1
CHEMBL3651592,161,6.79,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCCc3ccccc3)cc2)CC1
CHEMBL3651593,390,6.41,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(-c4ccccc4)cc3)cc2)CC1
CHEMBL3651594,100,7,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3)cc2)CC1
CHEMBL3651595,43,7.37,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1
CHEMBL3651596,25,7.6,COc1cccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)c1
CHEMBL3651597,30,7.52,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1
CHEMBL3651598,26,7.59,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C#N)c3)cc2)CC1
CHEMBL3651599,27,7.57,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(C#N)cc3)cc2)CC1
CHEMBL3651600,42,7.38,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3)cc2)CC1
CHEMBL3655319,140,6.85,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3655320,24,7.62,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)CC1
CHEMBL3655321,26,7.59,CN1CCN(C(=O)CN[C@H]2CC2c2ccc(-c3cc(Cl)cc(Cl)c3)cc2)CC1
CHEMBL3655322,24,7.62,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3F)cc2)CC1
CHEMBL3655323,135,6.87,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cn1
CHEMBL3655324,29,7.54,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3F)cc2)CC1
CHEMBL3655325,124,6.91,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)CC1
CHEMBL3655326,160,6.8,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3C(F)(F)F)cc2)CC1
CHEMBL3655327,98,7.01,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)CC1
CHEMBL3655328,40,7.4,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(F)c3)cc2)CC1
CHEMBL3655329,134,6.87,COc1cc(F)ccc1-c1ccc([C@H]2C[C@@H]2NCC(=O)N2CCN(C)CC2)cc1
CHEMBL3655330,63,7.2,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccncc3)cc2)CC1
CHEMBL3655331,21,7.68,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(Cl)c3)cc2)CC1
CHEMBL3655332,59,7.23,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(Cl)cc3)cc2)CC1
CHEMBL3655333,47,7.33,COc1ncccc1-c1ccc([C@H]2C[C@@H]2NCC(=O)N2CCN(C)CC2)cc1
CHEMBL3655334,25,7.6,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(CCc3ccccc3)cc2)CC1
CHEMBL3655335,18,7.74,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1
CHEMBL3698280,3300,5.48,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccc(Br)cc2)cc1
CHEMBL3698281,34000,4.47,CN(C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)c1ccc(C2CC2N)cc1
CHEMBL3698282,18000,4.74,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)NCc2ccccc2)cc1
CHEMBL3698283,1300,5.89,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)COc2ccccc2)cc1
CHEMBL3698284,40000,4.4,NC1CC1c1ccc(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)COc2ccccc2)cc1
CHEMBL3735310,2400,5.62,CN1CCN(C(=O)CNC2CC2c2cccc(O)c2)CC1
CHEMBL3736127,1390,5.86,CN1CCN(C(=O)CNC2CC2c2cccc(OCC[C@H](NC(=O)c3ccccc3)C(=O)NCc3ccccc3)c2)CC1
CHEMBL3758988,77,7.11,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)nc3)cc2)CC1
CHEMBL3759239,62,7.21,c1ccc([C@H]2C[C@@H]2NCC2CCNCC2)cc1
CHEMBL3764353,410,6.39,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccc(Cl)cc1)c1ccc(-c2ccccc2)cc1
CHEMBL3764836,580,6.24,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1cccc(C(F)(F)F)c1)c1ccc(-c2ccccc2)cc1
CHEMBL3765529,480,6.32,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)cc1
CHEMBL3775735,1155,5.94,O=C(O)c1ccc(CN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1
CHEMBL3781751,32.5,7.49,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1
