Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,Smiles
CHEMBL3785355,451,6.35,O=C(N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)NCc1cccc(Cl)c1)c1ccc(-c2ccccc2)cc1
CHEMBL3785523,6,8.22,CN1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL3786182,597.8,6.22,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
CHEMBL3786192,6,8.22,c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
CHEMBL3786652,21250,4.67,CC(C)(C)OC(=O)N[C@@H]1C[C@H]1c1ccc(OC(=O)OC(C)(C)C)cc1
CHEMBL3787230,5,8.3,c1ccc([C@@H]2C[C@H]2NCC2CCNCC2)cc1
CHEMBL3787372,70,7.15,CC(C)S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3N)cc2)c1
CHEMBL3906257,24.4875,7.61,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL3920789,45,7.35,NC1CCC(N[C@H]2C[C@]2(F)c2ccccc2)CC1
CHEMBL3920987,89,7.05,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3921314,21,7.68,NC1CCC(NC2CC2c2ccc3ccccc3c2)CC1
CHEMBL3922755,37,7.43,NC1CCC(NC2CC2c2ccc(C(F)(F)F)cc2)CC1
CHEMBL3926080,230.2857143,6.64,NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL3934542,27,7.57,Cc1ccccc1C1CC1NC1CCC(N)CC1
CHEMBL3946518,36,7.44,COc1ccc(C2CC2NC2CCC(N)CC2)cc1
CHEMBL3948048,35,7.46,NC1CCC(NC2CC2c2ccccc2F)CC1
CHEMBL3951992,22080,4.66,NC1CCC(N[C@H]2C[C@@]2(F)c2ccccc2)CC1
CHEMBL3955397,47,7.33,CC1(c2ccccc2)CC1NC1CCC(N)CC1
CHEMBL3963765,37,7.43,NC1CCC(NC2CC2c2ccc(F)c(F)c2)CC1
CHEMBL3965283,53,7.28,N[C@H]1CC[C@@H](N[C@@H]2C[C@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL3965630,6772,5.17,NC1CCC(NC2CC2c2ccc(O)cc2)CC1
CHEMBL3989843,25507.69231,4.59,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1
CHEMBL4063580,800,6.1,N[C@H]1C[C@]1(F)c1ccc(S(F)(F)(F)(F)F)cc1
CHEMBL4075414,9200,5.04,N[C@H]1C[C@@]1(F)c1cccc(C(F)(F)F)c1
CHEMBL4079589,8200,5.09,N[C@H]1C[C@]1(F)c1cccc(C(F)(F)F)c1
CHEMBL4080504,6700,5.17,N[C@H]1C[C@]1(F)c1cccc(F)c1
CHEMBL4083895,4100,5.39,N[C@H]1C[C@@]1(F)c1cccc(F)c1
CHEMBL4088366,1200,5.92,COc1cccc([C@@]2(F)C[C@@H]2N)c1
CHEMBL4098523,6800,5.17,N[C@H]1C[C@]1(F)c1cccc([N+](=O)[O-])c1
CHEMBL4103844,8400,5.08,N[C@H]1C[C@]1(F)c1cccc(S(F)(F)(F)(F)F)c1
CHEMBL4106580,19,7.72,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(NS(=O)(=O)N4CCNCC4)c3)cc2)CC1
CHEMBL4106824,51,7.29,NC1CCC(N[C@H]2C[C@@H]2c2ccc(Br)cc2)CC1
CHEMBL4106910,31070,4.51,CC(C)(C)OC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4107028,94,7.03,N[C@H]1CC[C@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL4107247,45,7.35,NC1CCCC(N[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL4107327,1330,5.88,c1ccc([C@H]2C[C@@H]2NC2CCC(N3CCOCC3)CC2)cc1
CHEMBL4107337,62,7.21,N#Cc1ccccc1S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cc2)c1
CHEMBL4107618,65.5,7.18,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccccc3)CC2)C1
CHEMBL4109558,33,7.48,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccc(N4CCNCC4)c3)cc2)CC1
CHEMBL4110665,34,7.47,NC1CCC(N[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1
CHEMBL4110798,5705,5.24,CCNC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4110837,47,7.33,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1
CHEMBL4110912,62,7.21,NCC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4111141,128,6.89,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccc(-c4cccc(C(F)(F)F)c4)cc3)CC2)C1
CHEMBL4111253,12,7.92,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3F)cc2)CC1
CHEMBL4111335,94,7.03,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccnc3)cc2)CC1
CHEMBL4112191,27,7.57,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3ccc4cn[nH]c4c3)cc2)CC1
CHEMBL4113398,27,7.57,COc1ccc(NS(C)(=O)=O)cc1-c1ccc([C@H]2C[C@@H]2NC2CCC(N)CC2)cc1
CHEMBL4113453,68,7.17,NC1CC(N[C@H]2C[C@@H]2c2ccccc2)C1
CHEMBL4113794,40,7.4,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1
CHEMBL4113798,148,6.83,CC1(N)CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4113884,34,7.47,NC1CC(N[C@H]2C[C@@H]2c2ccccc2)c2ccccc21
CHEMBL4113904,48,7.32,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL4114223,30,7.52,Nc1ccc(S(=O)(=O)Nc2cccc(-c3ccc([C@H]4C[C@@H]4NC4CCC(N)CC4)cc3)c2)cn1
CHEMBL4114538,66,7.18,CNC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4114926,22,7.66,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3ccn[nH]3)cc2)CC1
CHEMBL4114950,86,7.07,N[C@H]1CC[C@@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1
CHEMBL4115673,53,7.28,NC1CCC(N[C@@H]2C[C@@H]2c2ccccc2)CC1
CHEMBL4160042,76,7.12,Cl.c1ccc2c(c1)C[C@H]1[C@@H]2[C@@H]1NCC1CCNCC1
CHEMBL4161508,8800,5.06,Cl.N[C@@H]1[C@H]2Cc3ccccc3[C@H]21
CHEMBL4162448,270,6.57,Cl.N[C@H]1CC[C@H](N[C@@H]2[C@H]3Cc4ccccc4[C@H]32)CC1
CHEMBL4162637,7160,5.15,Nc1ccccc1NC(=O)c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL4163599,8900,5.05,Cl.N[C@@H]1[C@@H]2Cc3ccccc3[C@H]12
CHEMBL4166013,6450,5.19,Cl.N[C@H]1[C@H]2Cc3ccccc3[C@@H]12
CHEMBL4166084,2210,5.66,O=C(/C=C/c1ccc(CNC2CC2c2ccccc2)cc1)NO
CHEMBL4166129,17,7.77,Cl.N[C@H]1CC[C@@H](N[C@@H]2[C@H]3Cc4ccccc4[C@H]32)CC1
CHEMBL4166366,1870,5.73,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@@H]12
CHEMBL4166524,1090,5.96,Cl.N[C@@H]1[C@H]2Cc3cc(-c4ccc(F)cc4)ccc3[C@H]21
CHEMBL4166776,880,6.06,Cl.N[C@@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@H]21
CHEMBL4169910,4090,5.39,O=C(NO)c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL4170181,4070,5.39,Cl.N[C@@H]1[C@H]2Cc3cc(Br)ccc3[C@H]21
CHEMBL4170367,2.9,8.54,Cl.N[C@H]1CC[C@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1
CHEMBL4170687,21,7.68,Cl.c1ccc2c(c1)C[C@@H]1[C@H](NCC3CCNCC3)[C@H]21
CHEMBL4171003,1990,5.7,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccc(F)cc4)ccc3[C@@H]12
CHEMBL4171896,490,6.31,COc1ncccc1CN[C@H]1[C@H]2Cc3ccccc3[C@H]21.Cl
CHEMBL4173338,1200,5.92,O=C(CCCCCCNC(=O)c1ccc(CNC2(c3ccccc3)CC2)cc1)NO
CHEMBL4174280,1300,5.89,COc1ncccc1CN[C@@H]1[C@H]2Cc3ccccc3[C@H]21.Cl
CHEMBL4174674,5950,5.23,Cl.N[C@H]1[C@H]2Cc3cc(Br)ccc3[C@@H]12
CHEMBL4175342,24900,4.6,Cl.Fc1ncccc1CN[C@H]1[C@H]2Cc3ccccc3[C@H]21
CHEMBL4176623,7300,5.14,Cl.N[C@H]1[C@@H]2Cc3ccccc3[C@H]12
CHEMBL4176702,3850,5.41,Nc1ccccc1NC(=O)/C=C/c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL4176756,5.45,8.26,Cl.N[C@H]1CC[C@@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1
CHEMBL4202897,350.26,6.46,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc([N+](=O)[O-])cc1
CHEMBL4203515,253.6,6.6,CCN(CC)c1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)cc1
CHEMBL4203790,224.11,6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(Cl)cc1
CHEMBL4204049,91.83,7.04,CCN(CC)c1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c(O)c1
CHEMBL4205178,201.23,6.7,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccccc1
CHEMBL4206303,455.51,6.34,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cc(Cl)ccc1O
CHEMBL4208387,110.25,6.96,CCOc1cccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c1O
CHEMBL4208534,881.51,6.05,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(Cl)ccc1O
CHEMBL4209568,828.31,6.08,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(Br)ccc1O
CHEMBL4209645,366.54,6.44,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1ccco1
CHEMBL4209901,223.13,6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(Br)cc1
CHEMBL4210623,631.19,6.2,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(F)cc1
CHEMBL4211184,388.08,6.41,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cc(Br)ccc1O
CHEMBL4212293,349.06,6.46,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cccc(N)c1O
CHEMBL4214175,221.97,6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccccc1O
CHEMBL4214311,423.42,6.37,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cccc(N)c1
CHEMBL4214426,180,6.74,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
CHEMBL4214864,273.83,6.56,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cccs1
CHEMBL4215722,169.61,6.77,COc1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c(O)c1
CHEMBL4215913,154,6.81,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
CHEMBL4216474,147.7,6.83,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(O)ccc1O
CHEMBL4217387,273.72,6.56,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(F)ccc1O
CHEMBL4227224,622,6.21,O=C1C(CCCCN[C@@H]2C[C@H]2c2ccccc2)C(=O)N(c2ccc(-c3ccccc3)cc2)CCN1Cc1cccc(Cl)c1
CHEMBL4277206,157.9,6.8,COc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4277281,64.5,7.19,Cc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1Cl
CHEMBL4277841,114.1,6.94,Fc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4278320,643.5,6.19,O=[N+]([O-])c1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4278738,103.9,6.98,Clc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4278920,79.7,7.1,Fc1cc(Br)ccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4279808,82.6,7.08,Brc1ccc(COc2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1
CHEMBL4280740,146.5,6.83,NS(=O)(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4281778,75.65,7.12,O=[N+]([O-])c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4282210,325,6.49,CC(=O)Nc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4282324,154.5,6.81,c1ccc(COc2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1
CHEMBL4282381,117,6.93,O=[N+]([O-])c1ccc(N[C@H]2C[C@@H]2c2ccccc2)s1
CHEMBL4282608,122,6.91,Clc1cc(Cl)cc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4282845,91.1,7.04,Ic1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4284077,112.1,6.95,Brc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4284179,80.7,7.09,Brc1ccc(COc2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1
CHEMBL4284708,119.9,6.92,c1ccc(-c2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1
CHEMBL4284789,817.1,6.09,CC(C)(C)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4285048,3700,5.43,N[C@H]1C[C@@H]1c1ccc(Br)cc1
CHEMBL4285166,66.1,7.18,COc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4285212,35.3,7.45,O=[N+]([O-])c1cc(CN[C@H]2C[C@@H]2c2ccccc2)ccc1Cl
CHEMBL4285695,110,6.96,COc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1OC
CHEMBL4285786,100,7,Fc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1F
CHEMBL4285989,94.9,7.02,Clc1ccc(CN[C@@H]2C[C@H]2c2ccccc2)cc1
CHEMBL4286163,117.5,6.93,Fc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4287563,91,7.04,NC(=O)c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4287709,66.5,7.18,c1ccc(COc2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1
CHEMBL4287919,276.5,6.56,CCc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4288523,100.2,7,COc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4288999,187.3,6.73,CNS(=O)(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4289408,86.55,7.06,Clc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4289507,20,7.7,N[C@H]1C[C@@H]1c1ccc(-c2cccc(O)c2)cc1
CHEMBL4289595,294.5,6.53,Brc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4289655,111.7,6.95,O=[N+]([O-])c1cccc(CN[C@@H]2C[C@H]2c2ccccc2)c1
CHEMBL4290483,202.8,6.69,Clc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)c(Cl)c1
CHEMBL4290752,81.75,7.09,COc1ncccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4291413,90,7.05,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(C(=O)N(C)CCN(C)[C@H]2C[C@@H]2c2ccccc2)cc1)c1ccccc1
CHEMBL4292356,202.4,6.69,c1ccc([C@H]2C[C@@H]2NCc2cccnc2)cc1
CHEMBL4292597,60,7.22,c1ccc(-c2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1
CHEMBL4292813,417.5,6.38,CN(C)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4292825,69.1,7.16,Cn1c(CN[C@H]2C[C@@H]2c2ccccc2)cc2ccccc21
CHEMBL4292976,159,6.8,O=[N+]([O-])c1ccc(N[C@H]2C[C@@H]2c2ccccc2)o1
CHEMBL4294062,108.5,6.96,Fc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1
CHEMBL4294148,95.9,7.02,Brc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1
CHEMBL4294740,194.6,6.71,NC(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
CHEMBL4299336,63000,4.2,CC(C)C[C@H](NC(=O)[C@H](CCCCN[C@H]1C[C@@H]1c1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C
CHEMBL4301645,24,7.62,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1
CHEMBL4437554,124.05,6.91,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@@H](N[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4440500,240.5,6.62,Fc1ccc([C@@H]2C[C@H]2NC2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F
CHEMBL4442317,211.35,6.67,FC(F)(F)Cc1cc2c(N3CCC(N[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4447074,187,6.73,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@H](N[C@H]4C[C@@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4474185,303.35,6.52,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@H](N[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4520948,109.35,6.96,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@H](CN[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4526830,692.15,6.16,FC(F)(F)Cc1cc2c(N3CCC(N[C@H]4C[C@@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4530202,241.95,6.62,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@@H](N[C@H]4C[C@@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4533143,66.13,7.18,Fc1ccc([C@@H]2C[C@H]2N[C@H]2CC[C@@H](Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F
CHEMBL4550942,184.15,6.73,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@H](CN[C@H]4C[C@@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4558443,359.7,6.44,Fc1ccc([C@@H]2C[C@H]2NC[C@H]2CC[C@H](Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F
CHEMBL4569986,61.04,7.21,FC(F)(F)Cc1cc2c(N3CCC(CN[C@H]4C[C@@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4580675,84.38,7.07,FC(F)(F)Cc1cc2c(N3CCC(CN[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1
CHEMBL4589914,146.35,6.83,Fc1ccc([C@@H]2C[C@H]2N[C@H]2CC[C@H](Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F
CHEMBL4593062,11.26,7.95,Cl.Cl.N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1
CHEMBL4593261,252.33,6.6,Fc1ccc([C@@H]2C[C@H]2NCC2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F
CHEMBL466770,6700,5.17,N[C@H]1C[C@]1(F)c1ccc(Cl)cc1
CHEMBL468597,2100,5.68,N[C@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1
CHEMBL492697,321.1,6.49,c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1
