Calculated pChEMBL
5.02
5.05
4.99
5.67
4.99
6.41
6.01
5.52
6.08
6.09
6.17
4.07
4.99
6.28
6.15
4.07
4.35
4.36
4.76
4.36
4.12
5.12
4.8
4.4
4.99
4.88
4.74
5.02
4.76
4.31
4.69
4.58
4.56
4.71
4.44
4.58
4.29
4.86
4.99
4.21
4.86
4.75
4.46
4.89
4.78
4.63
4.72
4.59
4.53
4.76
4.86
4.3
6.74
4.4
7.39
6.68
5.44
6.37
6.13
6.48
6.91
6.41
5.59
4.52
6.71
6.61
6.71
6.92
6.31
7.66
7.82
8.4
5.66
8.52
8.05
8.52
8.4
5.41
5.19
5.36
5.51
5.55
6.12
5.96
6.26
5.44
5.92
6.06
6.52
4.64
4.74
5.44
7.05
7.16
5.38
5.54
5.08
5.53
5.07
5.21
5.04
5.02
4.93
4.69
4.72
6.68
4.94
6.44
5.74
5.85
5.24
5.23
4.79
5.59
5.4
6.52
5.85
6.14
5.21
4.11
6.1
4.99
5.75
4.3
5.37
4.29
5.02
6.12
5.45
5.35
5.05
5.79
5.25
5.23
5.22
5.23
5.35
5.31
5.91
5.83
4.92
6.04
6.07
4.47
5.55
5.89
5.11
5.18
5.08
5.53
5.45
4.66
4.19
5.9
4.58
4.78
4.9
4.55
