Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,Smiles
CHEMBL4103503,214.6666667,6.67,Cc1nc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)no1
CHEMBL4160042,76,7.12,Cl.c1ccc2c(c1)C[C@H]1[C@@H]2[C@@H]1NCC1CCNCC1
CHEMBL4170687,21,7.68,Cl.c1ccc2c(c1)C[C@@H]1[C@H](NCC3CCNCC3)[C@H]21
CHEMBL4437242,58800,4.23,NC(=O)c1ccc(N2CCC(Cc3nnc(CO)n3-c3ccccc3)CC2)nc1
CHEMBL4440004,36.5,7.44,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CCC[C@@H](N)C3)c2C)cc1F
CHEMBL4440274,8600,5.07,Cl.O=C(/C=C/c1cccc(O)c1)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4440870,55,7.26,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CCC[C@H](N)C3)c2C)cc1F
CHEMBL4442428,88300,4.05,O=C(CCn1cncn1)N1CCC(C2=NN=C(c3ccccc3Cl)C2)CC1
CHEMBL4447527,14.5,7.84,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CCC[C@@H](N)C3)c2C)cc1
CHEMBL4448358,15,7.82,Cc1c(C(=O)N2CCC[C@@H](N)C2)nc(-c2ccc(C#N)c(F)c2)n1-c1ccc2c(cnn2C)c1
CHEMBL4451430,13.5,7.87,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N[C@@H]3CCCNC3)c2C)cc1F
CHEMBL4451607,7.5,8.12,Cc1c(C(=O)N2CCC[C@@H](N)C2)nc(-c2ccc(C#N)c(F)c2)n1-c1ccc2nn(C)c(Cl)c2c1
CHEMBL4451749,1800,5.74,COc1cc(/C=C/C(=O)Nc2cccc(OCC3CCNCC3)c2)ccc1O.Cl
CHEMBL4462266,1400,5.85,COc1cc(/C=C/C(=O)Nc2cccc(COc3ccc(OC4CCNCC4)cc3)c2)ccc1O.Cl
CHEMBL4465367,34.5,7.46,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N[C@H]3CCCNC3)c2C)cc1F
CHEMBL4467448,800,6.1,Cl.O=C(/C=C/c1ccc(O)cc1)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4470820,49600,4.3,Cl.O=C(/C=C/c1ccccc1O)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4522607,4.5,8.35,CN[C@@H]1CCCN(C(=O)c2nc(-c3ccc(C#N)c(F)c3)n(-c3ccc4nn(C)c(Cl)c4c3)c2C)C1
CHEMBL4527219,94,7.03,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CCC[C@@H](N)C3)c2C)cn1
CHEMBL4530322,69.5,7.16,Cc1c(C(=O)N2CCC[C@@H](N)C2)nc(-c2ccc(C#N)c(F)c2)n1-c1ccc(C2CC2)nc1
CHEMBL4537429,28,7.55,Cc1c(C(=O)N2CCC[C@@H](N)C2)nc(-c2ccc(C#N)c(F)c2)n1-c1ccc2nn(C)cc2c1
CHEMBL4559695,7580,5.12,O=C1C(=O)N(CN2CCC(Cc3ccccc3)CC2)c2ccc([N+](=O)[O-])cc21
CHEMBL4569059,33.5,7.47,Cc1ccc(-n2c(-c3ccc(C#N)cc3)nc(C(=O)N3CCC[C@@H](N)C3)c2C)cc1
CHEMBL4581937,33900,4.47,Cl.O=C(/C=C/c1cccc(Br)c1)Nc1cccc(OCC2CCNCC2)c1
CHEMBL4583512,2800,5.55,COc1cc(/C=C/C(=O)Nc2ccccc2COc2ccc(OC3CCNCC3)cc2)ccc1O.Cl
CHEMBL2334187,69300,4.16,Fc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1
CHEMBL2334190,28900,4.54,Cc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1
CHEMBL2334191,19500,4.71,COc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1
CHEMBL2334484,32800,4.48,O=C(OCc1ccccc1)N1CCN(C(=S)SCc2cn(Cc3ccccc3F)nn2)CC1
CHEMBL2334485,47600,4.32,O=C(OCc1ccccc1)N1CCN(C(=S)SCc2cn(Cc3ccc(F)cc3)nn2)CC1
CHEMBL2334486,53200,4.27,O=C(OCc1ccccc1)N1CCN(C(=S)SCc2cn(Cc3ccccc3Cl)nn2)CC1
CHEMBL2334488,22400,4.65,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OCc4ccccc4)CC3)nn2)cc1
CHEMBL2334489,35100,4.45,COc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OCc4ccccc4)CC3)nn2)cc1
CHEMBL2334490,29500,4.53,O=C(OCc1ccccc1)N1CCN(C(=S)SCc2cn(Cc3ccc(Cl)c(Cl)c3)nn2)CC1
CHEMBL2334491,43500,4.36,COc1cc(Cn2cc(CSC(=S)N3CCN(C(=O)OCc4ccccc4)CC3)nn2)cc(OC)c1OC
CHEMBL2334496,390,6.41,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(O)ccc34)nn2)CC1
CHEMBL2334497,8000,5.1,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3F)nn2)CC1
CHEMBL2334498,21600,4.67,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(F)cc3)nn2)CC1
CHEMBL2334499,11500,4.94,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3Cl)nn2)CC1
CHEMBL2334500,56500,4.25,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(Cl)cc3)nn2)CC1
CHEMBL2334501,1516.666667,5.82,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)cc1
CHEMBL2334502,18400,4.74,COc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)cc1
CHEMBL2334503,88900,4.05,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(Cl)c(Cl)c3)nn2)CC1
CHEMBL2334504,19000,4.72,COc1cc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)cc(OC)c1OC
CHEMBL2334505,17300,4.76,Fc1ccccc1Cn1cc(CSC(=S)N2CCNCC2)nn1
CHEMBL2440532,43300,4.36,Cc1cccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)(C)C)CC3)nn2)c1
CHEMBL2440536,27500,4.56,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3Br)nn2)CC1
CHEMBL2440537,70700,4.15,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(O)cc3)nn2)CC1
CHEMBL2440538,69200,4.16,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3O)nn2)CC1
CHEMBL2440540,77100,4.11,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cccc(O)c3)nn2)CC1
CHEMBL2440541,81300,4.09,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(O)cc3O)nn2)CC1
CHEMBL2440542,51200,4.29,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3c(F)cccc3F)nn2)CC1
CHEMBL2440559,83400,4.08,Cc1ccc(Cn2cc(CSC(=S)N3CCN(CCO)CC3)nn2)cc1
CHEMBL2440562,40300,4.39,Cc1ccc(Cn2cc(CSC(=S)N3CCN(c4ccccc4)CC3)nn2)cc1
CHEMBL2440568,35700,4.45,Cc1ccc(Cn2cc(CSC(=S)N3CCN(S(C)(=O)=O)CC3)nn2)cc1
CHEMBL2440569,45700,4.34,CS(=O)(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3F)nn2)CC1
CHEMBL2440570,55100,4.26,CS(=O)(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(F)cc3)nn2)CC1
CHEMBL2440571,87400,4.06,FC(F)(F)c1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1
CHEMBL2440573,17000,4.77,CCOC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(C)cc3)nn2)CC1
CHEMBL2440574,15000,4.82,Cc1ccc(Cn2cc(CSC(=S)N3CCN(C(=O)OC(C)C)CC3)nn2)cc1
CHEMBL2440575,30200,4.52,CC(=O)N1CCN(C(=S)SCc2cn(Cc3ccccc3F)nn2)CC1
CHEMBL2440576,47100,4.33,CC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(F)cc3)nn2)CC1
CHEMBL2440577,25300,4.6,CC(=O)N1CCN(C(=S)SCc2cn(Cc3ccc(C)cc3)nn2)CC1
CHEMBL3133841,3000,5.52,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(O)cc(O)c34)nn2)CC1
CHEMBL3133842,830,6.08,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4c(O)c(O)ccc34)nn2)CC1
CHEMBL3133843,810,6.09,COc1ccc2c(Cn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)cc(=O)oc2c1
CHEMBL3133846,670,6.17,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(Cl)ccc34)nn2)CC1
CHEMBL3133848,84200,4.07,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(F)ccc34)nn2)CC1
CHEMBL3133849,10330,4.99,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4ccccc34)nn2)CC1
CHEMBL3133850,530,6.28,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(N)ccc34)nn2)CC1
CHEMBL3133851,710,6.15,Cc1ccc2c(Cn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)cc(=O)oc2c1
CHEMBL3805659,3180,5.5,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)Cn5cc(CN6C(=O)C(=O)c7c(Cl)ccc(Cl)c76)nn5)CC[C@@]43C)[C@@H]1CCC2=O
CHEMBL1192435,882.3,6.05,Cc1cc(NN)n2nc(SCc3ccccc3)nc2n1
CHEMBL4098092,154,6.81,Cc1cc(NNC(N)=S)n2nc(SCc3ccccc3)nc2n1
CHEMBL4439177,17620,4.75,Cc1cc(NN)n2nc(SCC(=O)c3ccccc3)nc2n1
CHEMBL4440289,6160,5.21,Cc1ccc(CSc2nc3nc(C)cc(NN)n3n2)cc1
CHEMBL4440877,17380,4.76,COc1ccc(CSc2nc3nc(C)cc(Nc4ccc(N5CCN(C)CC5)cc4)n3n2)cc1
CHEMBL4441879,32560,4.49,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2n1
CHEMBL4443596,8130,5.09,Cc1cc(NN)n2nc(SCc3ccc(F)cc3)nc2n1
CHEMBL4443696,31350,4.5,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2ncnc2n1
CHEMBL4447157,12390,4.91,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccccc3)nc2n1
CHEMBL4450207,21200,4.67,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(Cl)c(F)c3)nc2n1
CHEMBL4453101,14840,4.83,C#CCSc1nc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)n2n1
CHEMBL4454841,25130,4.6,Cc1cc(NN)n2nc(SCCCc3ccccc3)nc2n1
CHEMBL4455265,2320,5.63,Cc1cc(NN)n2nc(SCc3ccc(C(F)(F)F)cc3)nc2n1
CHEMBL4456364,25780,4.59,Cc1ccc(CSc2nc3nc(C)cc(Nc4ccc(N5CCN(C)CC5)cc4)n3n2)cc1
CHEMBL4457116,8210,5.09,C=CCSc1nc2nc(C)cc(NN)n2n1
CHEMBL4457136,38130,4.42,CCc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2ncnc2n1
CHEMBL4458155,16170,4.79,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1
CHEMBL4458218,28130,4.55,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCCc3ccccc3)nc2n1
CHEMBL4458673,23090,4.64,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(Br)cc3)nc2n1
CHEMBL4463374,14250,4.85,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(C(F)(F)F)cc3)nc2n1
CHEMBL4465369,19850,4.7,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3c(Cl)cccc3Cl)nc2n1
CHEMBL4469312,15340,4.81,COc1ccc(CSc2nc3nc(C)cc(NN)n3n2)cc1
CHEMBL4470036,22520,4.65,CC(C)c1cc(NN)n2nc(SCc3ccccc3)nc2n1
CHEMBL4475385,1720,5.76,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1
CHEMBL4517933,29240,4.53,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3cccc(Br)c3)nc2n1
CHEMBL4527031,5130,5.29,C#CCSc1nc2nc(C)cc(NN)n2n1
CHEMBL4528872,24420,4.61,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCC3CCCCC3)nc2n1
CHEMBL4528937,21150,4.67,Cc1cc(NN)n2nc(SCc3cccc(C(F)(F)F)c3)nc2n1
CHEMBL4529482,1610,5.79,Cc1cc(NN)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1
CHEMBL4531211,12410,4.91,Cc1cc(NN)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2n1
CHEMBL4532083,18510,4.73,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(F)cc3)nc2n1
CHEMBL4539390,13120,4.88,Cc1cc(NN)n2nc(SCc3ccccc3C(F)(F)F)nc2n1
CHEMBL4540419,28430,4.55,CCCSc1nc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)n2n1
CHEMBL4542043,20850,4.68,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccccc3Br)nc2n1
CHEMBL4549417,18960,4.72,Cc1cc(NN)n2nc(SCC3CC3)nc2n1
CHEMBL4558220,25810,4.59,CCCSc1nc2nc(C)cc(NN)n2n1
CHEMBL4565848,25750,4.59,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(F)c(Cl)c3)nc2n1
CHEMBL4572016,5870,5.23,Cc1cc(NN)n2nc(SCc3ccc(Cl)cc3)nc2n1
CHEMBL4573606,30140,4.52,C=CCSc1nc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)n2n1
CHEMBL4576096,19350,4.71,Cc1cc(NN)n2nc(SCc3c(Cl)cccc3Cl)nc2n1
CHEMBL4577831,22860,4.64,Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCc3ccc(Cl)cc3)nc2n1
CHEMBL4578722,11210,4.95,Cc1cc(NN)n2nc(SCc3ccccc3Br)nc2n1
CHEMBL4589741,25740,4.59,NNc1c2c(nc3nc(SCc4ccccc4)nn13)CCC2
CHEMBL4590790,15630,4.81,Cc1cc(NN)n2nc(SCCc3ccccc3)nc2n1
CHEMBL3134309,9500,5.02,CSCCc1nc(-c2cccc(NC(=N)N)c2)oc1C
CHEMBL3785551,10100,5,CSCCc1nc(-c2cc(N)ccc2Cl)oc1C
